Uuid,Exchange,TimeStamp,OrderType,Limit,Quantity,QuantityRemaining,Commission,Price,PricePerUnit,IsConditional,Condition,ConditionTarget,ImmediateOrCancel,Closed
b8a062e9-0dbe-49d7-8739-7ab902ecec6c,BTC-BSV,3/21/2020 4:05:06 PM,LIMIT_BUY,0.02658045,0.75869469,0.00000000,0.00000000,0.02016598,0.02657984,False,,0.00000000,False,3/21/2020 4:05:06 PM
eea04a7e-010c-4afa-bb9e-51773dc2649a,BTC-BCH,3/21/2020 4:06:30 PM,LIMIT_BUY,0.03515999,0.56826011,0.00000000,0.00000000,0.01996580,0.03513497,False,,0.00000000,False,3/21/2020 4:06:30 PM
2632563e-eb4f-47fe-9a64-fba9ddbc2b26,USDT-BTC,3/21/2020 4:21:02 PM,LIMIT_SELL,6178.94224480,0.00800000,0.00000000,0.00000000,49.43153795,6178.94224375,False,,0.00000000,False,3/21/2020 4:21:02 PM
bc0fe750-9d48-471e-a4cc-fc47bcd0362f,BTC-BCH,3/28/2020 1:41:39 PM,LIMIT_BUY,0.03338999,0.07157179,0.00000000,0.00000238,0.00238942,0.03338494,False,,0.00000000,False,3/28/2020 1:41:39 PM
97747531-b597-4098-9f5f-a07989cad651,BTC-BCH,3/28/2020 1:46:58 PM,LIMIT_BUY,0.03339998,0.06803430,0.00000000,0.00000227,0.00227200,0.03339492,False,,0.00000000,False,3/28/2020 1:46:58 PM
e8ad06da-466f-49c0-9cdc-ba00259f49e4,BTC-BCH,3/28/2020 1:47:20 PM,LIMIT_BUY,0.03338499,0.06462770,0.00000000,0.00000215,0.00215758,0.03338476,False,,0.00000000,False,3/28/2020 1:53:23 PM
8d238faa-15fa-45fe-844c-aacd5256a99a,BTC-BCH,3/28/2020 1:56:58 PM,LIMIT_BUY,0.03340999,0.30683180,0.00000000,0.00001025,0.01025124,0.03340997,False,,0.00000000,False,3/28/2020 1:59:43 PM
3c0c8efa-8ee0-4c8d-8711-69732f718f7f,BTC-BCH,3/28/2020 2:13:05 PM,LIMIT_BUY,0.03342499,0.20354778,0.00000000,0.00000680,0.00680358,0.03342498,False,,0.00000000,False,3/28/2020 2:13:05 PM
2a748c68-c1ac-4912-9b26-6cff5a3052f5,BTC-BSV,3/28/2020 2:13:13 PM,LIMIT_BUY,0.02521137,0.21125629,0.00000000,0.00000532,0.00532606,0.02521137,False,,0.00000000,False,3/28/2020 2:13:13 PM
28c63f84-8f01-4466-9937-124b81103dc7,BTC-BCH,3/28/2020 3:15:32 PM,LIMIT_BUY,0.03344499,0.36474624,0.00000000,0.00001219,0.01219711,0.03343999,False,,0.00000000,False,3/28/2020 3:15:32 PM
547f0754-9e89-453b-b75c-06b1c976c687,BTC-BSV,3/28/2020 3:16:04 PM,LIMIT_BUY,0.02516522,0.38498958,0.00000000,0.00000968,0.00968834,0.02516520,False,,0.00000000,False,3/28/2020 3:16:04 PM
a05d60de-c5b6-4316-9222-1fc755b20f2b,BTC-BCH,3/28/2020 3:16:14 PM,LIMIT_BUY,0.03342000,0.18100251,0.00000000,0.00000604,0.00604910,0.03341998,False,,0.00000000,False,3/28/2020 3:16:14 PM
